Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Currency conversion fee,Currency (Currency conversion fee),French transaction tax,Currency (French transaction tax)
Market buy,2023-09-25 14:45:37,US8826811098,TXRH,Texas Roadhouse,,EOF3901010387,0.6623820000,95.7500000000,USD,1.05863923,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-09-25 14:45:52,US78409V1044,SPGI,S&P Global,,EOF3901010423,0.1710255000,370.8400000000,USD,1.05863956,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-09-25 15:38:24,US92826C8394,V,Visa,,EOF3901019249,0.2701767000,234.7600000000,USD,1.05869941,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-09-25 15:38:52,US0378331005,AAPL,Apple,,EOF3901019264,0.2400613000,176.1400000000,USD,1.05869798,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-09-25 19:53:55,US0231351067,AMZN,Amazon,,EOF3901039884,0.3235456000,130.7500000000,USD,1.05917844,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-09-25 21:09:28,,,,Interest on cash,5571e4b0-ffbc-4862-a565-d87ee55fff99,,,,,,,0.02,EUR,,,,,,
Market buy,2023-09-26 07:37:34,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3902052104,0.0569230000,700.6000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-09-26 07:39:24,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3902052168,0.0853481000,700.9000000000,EUR,1.00000000,,,60.00,EUR,,,,,0.18,EUR
Dividend (Dividends paid by us corporations),2023-09-26 11:04:37,US8826811098,TXRH,Texas Roadhouse,,,2.6503732000,0.467500,USD,0.94427200,,,1.17,EUR,0.22,USD,,,,
Market buy,2023-09-26 15:05:19,US92826C8394,V,Visa,,EOF3951067129,0.1367193000,231.7500000000,USD,1.05791979,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-09-26 16:33:11,US9256521090,VICI,VICI Properties,,EOF3951076616,1.4378370000,29.3600000000,USD,1.05695779,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-09-26 16:33:48,US5184391044,EL,Estee Lauder,,EOF3951076653,0.2979541000,141.7000000000,USD,1.05708803,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-09-26 16:34:13,US1696561059,CMG,Chipotle Mexican Grill,,EOF3951076679,0.0171231200,1848.9500000000,USD,1.05708823,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-09-26 16:34:58,US92826C8394,V,Visa,,EOF3951076774,0.4569423000,230.9600000000,USD,1.05693934,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-09-27 15:31:09,US92826C8394,V,Visa,,EOF4001197470,0.2293273000,229.0800000000,USD,1.05236974,,,49.99,EUR,,,0.07,EUR,,
Deposit,2023-09-28 07:15:09,,,,Bank Transfer,73487da5-7bf1-422f-8c24-81f3ec0b4c1a,,,,,,,1000.00,EUR,,,,,,
Market buy,2023-09-28 09:28:07,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4002098297,0.0715213000,697.0000000000,EUR,1.00000000,,,50.00,EUR,,,,,0.15,EUR
Market buy,2023-09-28 15:10:47,US92826C8394,V,Visa,,EOF4050917101,0.4554833000,231.6100000000,USD,1.05652966,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-09-28 15:11:01,US9256521090,VICI,VICI Properties,,EOF4050917118,1.4466160000,29.1700000000,USD,1.05652951,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-09-28 15:11:22,US0378331005,AAPL,Apple,,EOF4050917185,0.6201604000,170.1100000000,USD,1.05653966,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-09-28 15:11:43,US0231351067,AMZN,Amazon,,EOF4050917285,0.6759282000,124.8600000000,USD,1.05653974,,,80.00,EUR,,,0.12,EUR,,
Market buy,2023-09-28 15:12:01,US5184391044,EL,Estee Lauder,,EOF4050917331,0.4531593000,139.6800000000,USD,1.05653965,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-09-28 15:12:17,US78409V1044,SPGI,S&P Global,,EOF4050917369,0.2861569000,368.6700000000,USD,1.05655948,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-09-28 17:01:41,US98978V1035,ZTS,Zoetis,,EOF4050929727,0.3615583000,174.9900000000,USD,1.05606888,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-09-28 17:01:56,US9078181081,UNP,Union Pacific,,EOF4050929753,0.3101730000,203.9800000000,USD,1.05606891,,,60.00,EUR,,,0.09,EUR,,
Interest on cash,2023-09-28 21:09:14,,,,Interest on cash,6aab643b-9ffc-46b5-98fa-7ead183f29a0,,,,,,,0.02,EUR,,,,,,
Market buy,2023-09-29 14:38:17,US78409V1044,SPGI,S&P Global,,EOF4100770956,0.1709322000,370.5900000000,USD,1.05734875,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-09-29 14:38:35,US8826811098,TXRH,Texas Roadhouse,,EOF4100771247,0.3239650000,97.7500000000,USD,1.05734820,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-09-29 14:38:50,US92826C8394,V,Visa,,EOF4100771353,0.3640951000,231.9600000000,USD,1.05727966,,,80.00,EUR,,,0.12,EUR,,
Dividend (Dividends paid by us corporations),2023-09-29 14:54:08,US9078181081,UNP,Union Pacific,,,0.4761545000,1.105000,USD,0.95029800,,,0.50,EUR,0.09,USD,,,,
Market buy,2023-09-29 17:59:55,US92826C8394,V,Visa,,EOF4101756296,0.1606634000,229.8500000000,USD,1.05660894,,,35.00,EUR,,,0.05,EUR,,
Market buy,2023-09-29 18:00:16,US0378331005,AAPL,Apple,,EOF4101756316,0.2472666000,170.6700000000,USD,1.05660968,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-09-29 18:00:38,US0231351067,AMZN,Amazon,,EOF4101756347,0.4158997000,126.8200000000,USD,1.05657852,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-09-29 18:44:53,US02079K3059,GOOGL,Alphabet (Class A),,EOF4101759423,0.4031927000,130.8900000000,USD,1.05716932,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-09-29 18:45:21,US5949181045,MSFT,Microsoft,,EOF4101759457,0.0397876000,315.9200000000,USD,1.05716556,,,11.91,EUR,,,0.02,EUR,,
Deposit,2023-10-02 08:00:16,,,,Bank Transfer,02c29e8a-977d-4114-8fb6-c23c446f6e86,,,,,,,750.00,EUR,,,,,,
Dividend (Dividends paid by us corporations),2023-10-02 08:41:50,US6541061031,NKE,Nike,,,0.4269896000,0.289000,USD,0.97244700,,,0.12,EUR,0.02,USD,,,,
Market buy,2023-10-02 18:06:20,US92826C8394,V,Visa,,EOF4202043534,0.1816055000,230.8200000000,USD,1.04952883,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-02 18:06:36,US98978V1035,ZTS,Zoetis,,EOF4202043558,0.2442785000,171.6000000000,USD,1.04952905,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-02 18:07:03,US78409V1044,SPGI,S&P Global,,EOF4202043596,0.1145678000,365.9300000000,USD,1.04966938,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-02 18:07:26,US0231351067,AMZN,Amazon,,EOF4202043631,0.4872216000,129.0700000000,USD,1.04966936,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-02 18:55:52,US9256521090,VICI,VICI Properties,,EOF4202049163,2.1980450000,28.6000000000,USD,1.04930874,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-02 19:47:56,US98978V1035,ZTS,Zoetis,,EOF4202854370,0.2434745000,172.0500000000,USD,1.04881792,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-10-02 21:09:16,,,,Interest on cash,3b7ed20c-34f4-493d-a34f-caf571ace184,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-03 21:10:12,,,,Interest on cash,b7f1338f-a85c-4ba3-88c4-7514fbd1a74a,,,,,,,0.02,EUR,,,,,,
Market buy,2023-10-04 09:13:41,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4251293959,0.0561299000,710.5000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market sell,2023-10-04 13:30:08,US02079K3059,GOOGL,Alphabet (Class A),,EOF4252812886,0.4031927000,132.7800000000,USD,1.05157978,0.99,EUR,50.83,EUR,,,0.08,EUR,,
Market buy,2023-10-04 14:58:06,US9256521090,VICI,VICI Properties,,EOF4252844629,2.2648590000,27.7600000000,USD,1.04944893,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-04 14:59:09,US0231351067,AMZN,Amazon,,EOF4252844878,0.4978593000,126.2700000000,USD,1.04931887,,,60.00,EUR,,,0.09,EUR,,
Market sell,2023-10-04 19:19:20,US5949181045,MSFT,Microsoft,,EOF4300519730,0.5379758000,318.9300000000,USD,1.05132734,1.54,EUR,162.96,EUR,,,0.24,EUR,,
Market buy,2023-10-04 19:25:28,US98978V1035,ZTS,Zoetis,,EOF4300520179,0.2454570000,171.1000000000,USD,1.05151959,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-04 19:25:46,US1696561059,CMG,Chipotle Mexican Grill,,EOF4300520263,0.0225422400,1863.0800000000,USD,1.05152720,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-10-04 21:08:40,,,,Interest on cash,4056e008-4a0c-4ba8-ab5d-04f38951d14b,,,,,,,0.01,EUR,,,,,,
Dividend (Dividends paid by us corporations),2023-10-05 12:27:00,US9256521090,VICI,VICI Properties,,,19.8272000000,0.352750,USD,0.95223900,,,6.66,EUR,1.23,USD,,,,
Market buy,2023-10-05 16:48:39,US78409V1044,SPGI,S&P Global,,EOF4301248841,0.1168166000,360.1600000000,USD,1.05339676,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-05 16:49:06,US0378331005,AAPL,Apple,,EOF4301248859,0.1816241000,173.6900000000,USD,1.05329849,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-10-05 16:49:20,US0231351067,AMZN,Amazon,,EOF4301248884,0.3351294000,125.5300000000,USD,1.05329978,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-05 16:49:46,US1696561059,CMG,Chipotle Mexican Grill,,EOF4301248911,0.0169952800,1856.1800000000,USD,1.05329879,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-10-05 18:34:21,US9256521090,VICI,VICI Properties,,EOF4350605876,1.1140090000,28.3600000000,USD,1.05486795,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-10-05 18:34:43,US78409V1044,SPGI,S&P Global,,EOF4350605906,0.0875281000,360.9500000000,USD,1.05486703,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-10-05 18:35:02,US0231351067,AMZN,Amazon,,EOF4350605943,0.3339529000,126.1600000000,USD,1.05486975,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-10-05 21:08:54,,,,Interest on cash,a2f8074d-73c6-489d-86c4-717d9fe93793,,,,,,,0.01,EUR,,,,,,
Market buy,2023-10-06 15:04:47,US1696561059,CMG,Chipotle Mexican Grill,,EOF4400683026,0.0230056600,1830.3100000000,USD,1.05426864,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-06 15:05:30,US98978V1035,ZTS,Zoetis,,EOF4400683084,0.1831938000,172.3600000000,USD,1.05426655,,,29.99,EUR,,,0.04,EUR,,
Interest on cash,2023-10-06 21:08:36,,,,Interest on cash,8d3098f9-2897-420d-bacf-9694aeff150d,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-10-08 21:08:47,,,,Interest on cash,92e87fc8-2e40-44c1-bb96-a3aefc4b0362,,,,,,,0.01,EUR,,,,,,
Deposit,2023-10-09 10:30:16,,,,Bank Transfer,5c32c65d-23e2-400b-b8c5-e126f4e42bd5,,,,,,,800.00,EUR,,,,,,
Market buy,2023-10-09 13:22:22,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4450094172,0.0560037000,712.1000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-10-09 14:17:38,US0231351067,AMZN,Amazon,,EOF4501200141,0.3341923000,126.1100000000,USD,1.05520758,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 14:20:23,US1696561059,CMG,Chipotle Mexican Grill,,EOF4501200542,0.0229512900,1836.2800000000,USD,1.05520768,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 16:50:02,US92826C8394,V,Visa,,EOF4501220689,0.1801493000,233.6300000000,USD,1.05378770,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 16:50:21,US98978V1035,ZTS,Zoetis,,EOF4501220743,0.2424161000,173.6200000000,USD,1.05378776,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 16:50:59,US22160K1051,COST,Costco Wholesale,,EOF4501220943,0.0759404000,554.2800000000,USD,1.05388695,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 16:51:13,US1696561059,CMG,Chipotle Mexican Grill,,EOF4501220978,0.0228610300,1841.0500000000,USD,1.05378816,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 16:51:52,US9256521090,VICI,VICI Properties,,EOF4501221117,1.4564800000,28.9000000000,USD,1.05388763,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-09 18:11:09,US78409V1044,SPGI,S&P Global,,EOF4501228117,0.1150923000,366.6700000000,USD,1.05660725,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-10-09 21:09:00,,,,Interest on cash,8b2ff8c5-9ea6-4c5a-b879-c1bcb931d18c,,,,,,,0.02,EUR,,,,,,
Market buy,2023-10-10 17:48:20,US9078181081,UNP,Union Pacific,,EOF4551083494,0.3077289000,206.3400000000,USD,1.05986949,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-10 17:48:36,US78409V1044,SPGI,S&P Global,,EOF4551083525,0.1141094000,370.9700000000,USD,1.05986890,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-10 18:42:00,US5184391044,EL,Estee Lauder,,EOF4551086985,0.4488291000,141.4400000000,USD,1.05962924,,,60.00,EUR,,,0.09,EUR,,
Interest on cash,2023-10-10 21:08:40,,,,Interest on cash,06b299ff-7730-47c2-b2c6-1802a3e8c46b,,,,,,,0.02,EUR,,,,,,
Market buy,2023-10-11 15:12:13,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4600257439,0.1151280000,692.8000000000,EUR,1.00000000,,,80.00,EUR,,,,,0.24,EUR
Market buy,2023-10-11 15:13:54,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4600257676,0.0720173000,692.2000000000,EUR,1.00000000,,,50.00,EUR,,,,,0.15,EUR
Market buy,2023-10-11 17:02:03,US1696561059,CMG,Chipotle Mexican Grill,,EOF4600268175,0.0349063600,1820.9800000000,USD,1.06098787,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-11 17:55:05,US98978V1035,ZTS,Zoetis,,EOF4600272347,0.3005496000,175.9400000000,USD,1.05926876,,,49.99,EUR,,,0.07,EUR,,
Interest on cash,2023-10-11 21:09:10,,,,Interest on cash,0f9763a3-d5fc-4199-9ef2-8163a857e446,,,,,,,0.01,EUR,,,,,,
Market buy,2023-10-12 14:09:45,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4601197920,0.1398638000,677.2000000000,EUR,1.00000000,,,95.00,EUR,,,,,0.28,EUR
Market buy,2023-10-12 18:24:00,US1696561059,CMG,Chipotle Mexican Grill,,EOF4651086969,0.0235338900,1787.6300000000,USD,1.05332718,,,40.00,EUR,,,0.06,EUR,,
Deposit,2023-10-13 10:16:48,,,,Bank Transfer,8edb588e-c779-4f23-aa83-1820c0801b06,,,,,,,500.00,EUR,,,,,,
Market buy,2023-10-13 12:14:40,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4652174878,0.0597636000,667.3000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-10-13 12:16:39,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4652174970,0.0597636000,667.3000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-10-13 16:30:52,US1696561059,CMG,Chipotle Mexican Grill,,EOF4700489732,0.0233693800,1796.6800000000,USD,1.05125933,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-13 16:31:35,US9256521090,VICI,VICI Properties,,EOF4700489783,1.4463410000,29.0300000000,USD,1.05125886,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-13 16:31:49,US78409V1044,SPGI,S&P Global,,EOF4700489805,0.1154264000,363.7200000000,USD,1.05114897,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-10-13 21:10:01,,,,Interest on cash,1b4fdfd8-3aea-4462-8b5d-e9ab5a570df4,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-10-14 21:09:35,,,,Interest on cash,0989b872-61b2-4659-90b3-47b5b61d6450,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-15 21:08:57,,,,Interest on cash,e504c1e9-8d5e-4e7f-94d8-14a0affb0f47,,,,,,,0.01,EUR,,,,,,
Market buy,2023-10-16 08:24:37,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4750982313,0.0453390000,659.7000000000,EUR,1.00000000,,,30.00,EUR,,,,,0.09,EUR
Market buy,2023-10-16 10:55:22,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF4750989167,0.0451474000,662.5000000000,EUR,1.00000000,,,30.00,EUR,,,,,0.09,EUR
Interest on cash,2023-10-16 21:09:25,,,,Interest on cash,6f641c9a-0ffe-415f-bc45-4ff4d735a3de,,,,,,,0.01,EUR,,,,,,
Market buy,2023-10-17 18:31:56,US98978V1035,ZTS,Zoetis,,EOF4850147549,0.3663819000,172.8300000000,USD,1.05694848,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-17 18:32:17,US9256521090,VICI,VICI Properties,,EOF4850147575,2.1655880000,29.2400000000,USD,1.05694864,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-17 18:32:36,US78409V1044,SPGI,S&P Global,,EOF4850147610,0.1442505000,365.7900000000,USD,1.05699900,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-10-17 18:32:55,US0378331005,AAPL,Apple,,EOF4850147633,0.2979076000,177.1200000000,USD,1.05699908,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-10-17 18:33:45,US1696561059,CMG,Chipotle Mexican Grill,,EOF4850147676,0.0290127000,1818.7000000000,USD,1.05699914,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-10-17 18:34:00,US8826811098,TXRH,Texas Roadhouse,,EOF4850147719,0.1750140000,95.5600000000,USD,1.05716421,,,15.84,EUR,,,0.02,EUR,,
Deposit,2023-10-18 07:34:44,,,,Bank Transfer,c0bae410-bc13-42c6-8cc2-61220236303e,,,,,,,500.00,EUR,,,,,,
Market buy,2023-10-18 17:18:51,US98978V1035,ZTS,Zoetis,,EOF4900529577,0.3680372000,171.7500000000,USD,1.05508911,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-10-18 17:19:08,US9256521090,VICI,VICI Properties,,EOF4900529595,2.1849420000,28.9300000000,USD,1.05508883,,,60.00,EUR,,,0.09,EUR,,
Interest on cash,2023-10-18 21:08:58,,,,Interest on cash,6cb64b43-8dbe-4af8-8e75-d6d5d23128f5,,,,,,,0.02,EUR,,,,,,
Market buy,2023-10-19 17:53:08,US98978V1035,ZTS,Zoetis,,EOF4951263635,0.2502117000,169.1000000000,USD,1.05935900,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-10-19 17:53:30,US92826C8394,V,Visa,,EOF4951263669,0.2253897000,234.6300000000,USD,1.05935868,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-10-19 17:53:47,US78409V1044,SPGI,S&P Global,,EOF4951263680,0.0897680000,359.3700000000,USD,1.05943928,,,30.50,EUR,,,0.05,EUR,,
Market buy,2023-10-19 17:53:56,US78409V1044,SPGI,S&P Global,,EOF4951263688,0.0279908000,359.2200000000,USD,1.05952109,,,9.50,EUR,,,0.01,EUR,,
Market buy,2023-10-19 17:54:03,US0231351067,AMZN,Amazon,,EOF4951263693,0.4102404000,128.9200000000,USD,1.05945898,,,49.99,EUR,,,0.07,EUR,,
Interest on cash,2023-10-19 21:09:18,,,,Interest on cash,3876ecce-5ee6-48a7-be39-9c2eb07a3bf3,,,,,,,0.01,EUR,,,,,,
Market buy,2023-10-20 18:13:16,US98978V1035,ZTS,Zoetis,,EOF4952046170,0.1889201000,167.9000000000,USD,1.05908797,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-10-20 18:13:59,US78409V1044,SPGI,S&P Global,,EOF4952046208,0.1649047000,352.7000000000,USD,1.05902927,,,55.00,EUR,,,0.08,EUR,,
Market buy,2023-10-20 18:14:11,US0378331005,AAPL,Apple,,EOF4952046220,0.2739647000,173.6800000000,USD,1.05902935,,,45.00,EUR,,,0.07,EUR,,
Market buy,2023-10-20 18:14:22,US0231351067,AMZN,Amazon,,EOF4952046232,0.3185815000,126.1200000000,USD,1.05902737,,,38.00,EUR,,,0.06,EUR,,
Market buy,2023-10-20 18:14:46,US9256521090,VICI,VICI Properties,,EOF4952046256,1.2223330000,27.7300000000,USD,1.05889703,,,32.06,EUR,,,0.05,EUR,,
Deposit,2023-10-24 07:53:55,,,,Bank Transfer,72f1183e-6c07-4cb9-b30d-5e7a1068a3dc,,,,,,,500.00,EUR,,,,,,
Interest on cash,2023-10-24 21:09:37,,,,Interest on cash,f5dac74f-1a3a-40e5-add3-b9ad34d68969,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-25 21:09:37,,,,Interest on cash,a7c569ba-4e0b-4c77-bb0c-aaba22c34ff9,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-26 21:09:47,,,,Interest on cash,ef6343b6-98f7-4ad0-8b7d-3bec8ed5f814,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-27 21:10:00,,,,Interest on cash,f0474417-52ba-487c-932e-45d67eadfcd4,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-28 21:09:26,,,,Interest on cash,c4450bd1-2bb5-4f0c-82bb-6404bf8bcacc,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-29 22:09:50,,,,Interest on cash,559b7419-cefd-4e08-9c58-f7e3f89f7ee2,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-30 22:09:44,,,,Interest on cash,056109a5-15f3-4a6c-b90d-153fc66e8056,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-10-31 22:09:51,,,,Interest on cash,492feb8c-f3d5-45a8-8b08-66b9651206dc,,,,,,,0.02,EUR,,,,,,
Market buy,2023-11-01 12:20:10,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF5451677952,0.0595317000,669.9000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-11-01 13:30:02,US9256521090,VICI,VICI Properties,,EOF5451685823,1.5023300000,27.9800000000,USD,1.05245852,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-11-01 13:30:03,US0378331005,AAPL,Apple,,EOF5451686347,0.0125035000,171.1300000000,USD,1.05405120,,,02.03,EUR,,,,,,
Market buy,2023-11-01 13:30:05,US98978V1035,ZTS,Zoetis,,EOF5451689076,0.4015181000,157.0300000000,USD,1.05241841,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-11-01 13:30:06,US78409V1044,SPGI,S&P Global,,EOF5451689807,0.1194611000,351.8700000000,USD,1.05244810,,,40.00,EUR,,,0.06,EUR,,
